temperature,humidity,soil,motion,vibration,ax,ay,az,gx,gy,gz,risk
26.956444334902173,45.58731625014996,33.343273517107605,0.35889032081557626,0,-0.2176694074074248,0.7188109078937566,0.9850947982232652,0.3130860863910817,-0.36161572821072463,0.33287492256710693,0
24.03566951725109,63.932426164533,79.11927741340256,0.6541156568723696,0,1.2043012691675627,1.2396370587401602,0.9748933776642463,-0.2706029062640175,0.32671049291400367,0.44215673551855506,0
24.577834352337568,71.11725821079068,28.1833618204181,0.225664339846801,0,0.36172875983284936,1.2451663240905662,0.9664512416998752,0.3351096030739681,-0.0008108770788232134,-0.44960579286035063,0
27.56025486515108,86.94497600312869,28.228436319543246,0.47129143545811014,1,0.49959585704581566,1.447964033477827,1.1243811784689024,-0.08593686487376273,-0.1734899040431207,0.14209241415361595,0
25.988442003654825,84.75150123701121,24.17681877363975,1.5326802071042782,0,-0.4332961968303253,0.7254339454441094,1.0480687479809379,0.37090658818003497,-0.25415639419110203,0.25508734354515183,0
30.546196500365923,78.95041818017222,48.908115467053946,1.3872685934406297,0,-0.04380233802601197,-0.2557773812840658,1.1802523529247342,-0.05166594920182477,-0.19983520593022852,-0.4659183602054776,0
26.973514861560915,67.1716478855513,29.37112606124716,1.2315774091125076,1,0.8317613493040255,0.23431977040742447,1.1296635267503852,0.2923279433481786,0.191387577595848,-0.46080949846381447,0
29.498092866135508,89.46421166126234,32.4890022605093,0.6413931368312538,1,0.5218163038931423,1.3452689559665718,0.802415808458757,0.02950937760098249,-0.08171298799406879,0.04549611184240587,0
22.356627150262565,53.57020017562622,28.96206947535103,0.49258937262658353,1,0.4386127016119368,0.5515103635901375,1.142790185270982,-0.29266230557465334,-0.2697716668689122,0.4430875626969464,0
33.018051315910185,77.63134096019994,52.21219957369739,0.09075374383083434,0,0.12617721025582695,0.9424959096363037,0.9835176742483789,-0.015135077315517775,0.07693625505851465,-0.1545273388520534,0
24.806380123225033,48.18098086701458,70.59214209762564,1.081778166931503,0,0.8661312403359382,0.2960197786681531,0.9681726262274474,0.39233045113848897,-0.2642161118005517,0.14527821194545765,0
20.42581981900962,82.8149555689331,77.4778902439653,0.17391783072611866,0,0.538097131882608,0.9222343905103747,0.9583895425860556,0.20996008094782082,0.1909021761391425,-0.4424240021003133,1
21.381453667137237,88.55505425113662,41.94197459260313,0.7185113879773091,0,1.4399982021626228,0.8043535830392119,0.889570047913986,0.27042281609263075,0.024031820282517047,-0.23663202511591708,0
